Row,Local Date,Hour,Minute,Is Retweet,Retweet Count,Coordinates,Original Tweet,Screen Name,User Class,User Id,User Link,URL,URL Domain,URL Domain Class,Media URL,Media Screen Name,Media URL User Class,Text
2875,7/19/2016,13,33,FALSE,15,"48.295177,-119.707682",http://twitter.com/TedLandK5/status/4.90595E+17,TedLandK5,media,16367617,https://www.twitter.com/TedLandK5,,,,http://twitter.com/TedLandK5/status/490595348914503681/photo/1,TedLandK5,media,This home survived last night's inferno on the hillside near Malott. #carltoncomplex #wawildfire http://t.co/JYjHmwIZI0
637,7/19/2016,13,50,FALSE,16,"48.293946,-119.712051",http://twitter.com/TedLandK5/status/4.906E+17,TedLandK5,media,16367617,https://www.twitter.com/TedLandK5,,,,http://twitter.com/TedLandK5/status/490599502781243392/photo/1,TedLandK5,media,All that remains of a home that burned on the hillside near Malott last night. #CarltonComplex http://t.co/zk7mlYBupo
143,7/19/2016,14,1,FALSE,2,"48.29404,-119.712013",http://twitter.com/TedLandK5/status/4.90602E+17,TedLandK5,media,16367617,https://www.twitter.com/TedLandK5,,,,http://twitter.com/TedLandK5/status/490602371664199680/photo/1,TedLandK5,media,"Okanagan Co Sheriff tells me the #CarltonComplex fire has burned to a more remote area north of Malott, toward hwy 20 http://t.co/dnQ1U2d1xK"
224,7/19/2016,14,4,FALSE,7,"47.536242,-121.970552",http://twitter.com/noah_bond/status/4.90603E+17,noah_bond,media,148028322,https://www.twitter.com/noah_bond,,,,,,,"UPDATE: The #CarltonComplex fire has burned approximately 215,000 acres. #WAWildFire"
2792,7/19/2016,14,53,FALSE,1,"48.323659,-119.667528",http://twitter.com/TedLandK5/status/4.90615E+17,TedLandK5,media,16367617,https://www.twitter.com/TedLandK5,,,,http://twitter.com/TedLandK5/status/490615467258568704/photo/1,TedLandK5,media,Okanagan fire chief expecting air support to help fight #CarltonComplex fire today. Says 5 homes in danger. http://t.co/moTCpnIl2L
20599,7/19/2016,15,17,FALSE,1,"47.840327,-120.020218",http://twitter.com/dimples_delpino/status/4.90622E+17,dimples_delpino,unknown,430995387,https://www.twitter.com/dimples_delpino,http://instagram.com/p/qpivGymfpl/,instagram,social media,,,,#91degrees #chelan #heat #tanning #girltime #actionshot @ Campbell's Lake Chelan's Waterfront Resort http://t.co/5EMLNF6o5W
23544,7/19/2016,15,27,FALSE,1,"48.247781,-120.116095",http://twitter.com/ErikLacitis/status/4.90624E+17,ErikLacitis,individual,125395332,https://www.twitter.com/ErikLacitis,,,,http://twitter.com/ErikLacitis/status/490623971881017344/photo/1,ErikLacitis,individual,Why it'll take a while to restore electricity in Methow Valley. Typical scene on SR 153 on way to Twisp &amp; Winthrop. http://t.co/ZnJmxxDeZW
4687,7/19/2016,15,40,FALSE,10,"41.767993,-70.084017",http://twitter.com/alwaysaterrier/status/4.90627E+17,alwaysaterrier,unknown,16906496,https://www.twitter.com/alwaysaterrier,http://instagram.com/p/qplXZIoIFD/,instagram,social media,,,,#sunset #capecod #brewster #breakwater #beach @ Breakwater Beach http://t.co/9D1FN4yIu8
23625,7/19/2016,15,47,TRUE,48,"47.700682,-117.433067",http://twitter.com/kxly920/status/4.90629E+17,kxly920,media,294181316,https://www.twitter.com/kxly920,,,,http://twitter.com/ErikLacitis/status/490623971881017344/photo/1,ErikLacitis,individual,RT @ErikLacitis: Why it'll take a while to restore electricity in Methow Valley. http://t.co/LsolIvUEyC #smem #WaWILDFIRE #WAFire
669,7/19/2016,15,50,FALSE,24,"48.338547,-119.689761",http://twitter.com/TedLandK5/status/4.9063E+17,TedLandK5,media,16367617,https://www.twitter.com/TedLandK5,,,,http://twitter.com/TedLandK5/status/490629832221290496/photo/1,TedLandK5,media,"#CarltonComplex fire still unpredictable, as we're seeing on a breezy hillside about 4 miles north of Malott. http://t.co/4qQfp2uvKX"
6,7/19/2016,16,29,TRUE,2,"43.57539,-116.133443",http://twitter.com/DonLDay/status/4.9064E+17,DonLDay,unknown,18454770,https://www.twitter.com/DonLDay,,,,http://twitter.com/KREMBriana/status/490639329933262848/photo/1,KREMBriana,media,Awful RT @KREMBriana: @krem2 #carltoncomplex http://t.co/vvUESK83KY
20506,7/19/2016,16,30,FALSE,2,"47.836364,-120.054337",http://twitter.com/mikefolden/status/4.9064E+17,mikefolden,unknown,116979447,https://www.twitter.com/mikefolden,http://instagram.com/p/qprDs_khCa/,instagram,social media,,,,Lake Chelan sunset. #sunset #summer #chelan #clouds #water #vsco #vscocam #pnw #mountains @ Lake Chelan http://t.co/kyjmhSQPtV
11267,7/19/2016,16,46,FALSE,32,"47.88684,-120.169973",http://twitter.com/jessejames687/status/4.90644E+17,jessejames687,unknown,1638935256,https://www.twitter.com/jessejames687,,,,,,,Firestorms #lakechelan #fires #Firestorm2014
20535,7/19/2016,19,24,FALSE,0,"47.763953,-120.164722",http://twitter.com/bronsthermonstr/status/4.90684E+17,bronsthermonstr,unknown,14047466,https://www.twitter.com/bronsthermonstr,http://instagram.com/p/qp_ATgtawp/,instagram,social media,,,,"Hi #Chelan Looking good! @ Lake Chelan, WA http://t.co/z3cAH5iZhZ"
5534,7/19/2016,19,28,FALSE,2,"39.860845,-104.667424",http://twitter.com/myfritzie/status/4.90685E+17,myfritzie,unknown,781752518,https://www.twitter.com/myfritzie,,,,http://twitter.com/CarltonComplex/status/490643845269319680/photo/1,CarltonComplex,official em/fire,"""@CarltonComplex: #CarltonComplex - 7/19/14 4:30 p.m. Carlton Complex Morning Map http://t.co/qwMp5FgTH7"" wow"
5176,7/19/2016,19,57,FALSE,23,"48.052118,-119.906332",http://twitter.com/TedLandK5/status/4.90692E+17,TedLandK5,media,16367617,https://www.twitter.com/TedLandK5,,,,http://twitter.com/TedLandK5/status/490691844158660609/photo/1,TedLandK5,media,Some of the donated items coming into Pateros came from the Oso relief effort. #CarltonComplex http://t.co/TKMH3FoLEc
20566,7/19/2016,20,38,FALSE,0,"47.853839,-120.092803",http://twitter.com/Aly_Mack_/status/4.90702E+17,Aly_Mack_,unknown,365179686,https://www.twitter.com/Aly_Mack_,,,,,,,Getting a free round of tequila because the server thinks you're pretty &gt;&gt;&gt;&gt; #Chelan
20571,7/19/2016,21,17,FALSE,32,"47.840327,-120.020218",http://twitter.com/mikefolden/status/4.90712E+17,mikefolden,unknown,116979447,https://www.twitter.com/mikefolden,http://instagram.com/p/qqL57WkhNY/,instagram,social media,,,,Jump. #chelan #vscocam #vsco #dock #clouds #mountains #sunset @ Campbell's Lake Chelan's Waterfront… http://t.co/Wzn76pZHe4
12304,7/19/2016,21,23,FALSE,8,"47.605477,-122.332478",http://twitter.com/SeattleCP/status/4.90713E+17,SeattleCP,media,74998364,https://www.twitter.com/SeattleCP,http://seattle.cityandpress.com/node/8060384?utm_source=dlvr.it&utm_medium=twitter,seattle.cityandpress,media,,,,"Wildfires whipped by wind in every direction, toll ‘profound’: The massive, wind-whipped Carlton complex... http://t.co/MYhJSZhcvO"
14356,7/19/2016,22,10,FALSE,1,"47.605477,-122.332478",http://twitter.com/SeattleCP/status/4.90725E+17,SeattleCP,media,74998364,https://www.twitter.com/SeattleCP,http://seattle.cityandpress.com/node/8060526?utm_source=dlvr.it&utm_medium=twitter,seattle.cityandpress,media,,,,Victims of Carlton Complex fire try to cope with loss: MALOTT – Brad McGaha and his family spent the day looking... http://t.co/ddiwA4lXz3
4885,7/20/2016,6,56,FALSE,0,"41.397316,-73.617072",http://twitter.com/tmj_RAM_edu/status/4.90858E+17,tmj_RAM_edu,unknown,559010894,https://www.twitter.com/tmj_RAM_edu,http://www.internships.com/education/Green-Chimneys-Horticulture-EducationVocational-Garden-Intern-Sam-Myra-Ross-Institute?utm_campaign=GAtest&utm_medium=TW&utm_source=JC,internships,unknown,,,,"#Brewster, NY #Education #Job: Green Chimneys Horticulture Education/Vocational Garde... at Green Chimneys http://t.co/IET9yr9S93"
20570,7/20/2016,8,54,FALSE,1,"47.846294,-120.027755",http://twitter.com/puyallupjeff/status/4.90888E+17,puyallupjeff,unknown,346544439,https://www.twitter.com/puyallupjeff,,,,,,,"Went to @Starbucks in #Chelan but was met with 17 in line, 4 staff. Drivethru purring however. Walked out. #CustomerService? @TheNewsChick"
11288,7/20/2016,9,14,FALSE,0,"47.836952,-120.055149",http://twitter.com/zainpaloalto/status/4.90893E+17,zainpaloalto,unknown,133397720,https://www.twitter.com/zainpaloalto,http://instagram.com/p/qrV6hVNEKJ/,instagram,social media,,,,She's off!!! Chelan Man 2014! #triathlon #amazingwife #lakechelan @ Lakeside City Park http://t.co/LNSbH9VJOT
14452,7/20/2016,9,26,FALSE,0,"47.660693,-122.584888",http://twitter.com/kitsap_orcas/status/4.90896E+17,kitsap_orcas,unknown,29892444,https://www.twitter.com/kitsap_orcas,,,,http://twitter.com/kitsap_orcas/status/490895656421036034/photo/1,kitsap_orcas,unknown,"Carlton Complex now at 215,000 acres or roughly 335 Square miles. (870km) Damn. Crazy crazy stuff. #WaWILDFIRE” http://t.co/tQLqFP2nzy"
5560,7/20/2016,9,35,FALSE,4,"47.484901,-116.871416",http://twitter.com/KHQKjerstin/status/4.90898E+17,KHQKjerstin,media,849478171,https://www.twitter.com/KHQKjerstin,https://www.youtube.com/watch?v=V9sww1VmM8U&feature=youtu.be,youtube,social media,,,,Want to help? http://t.co/tpmwB35BmR #CarltonComplex
4630,7/20/2016,11,29,FALSE,2,"40.918654,-73.294637",http://twitter.com/amBEER_light/status/4.90927E+17,amBEER_light,unknown,308142973,https://www.twitter.com/amBEER_light,http://instagram.com/p/qrtZpALPLR/,instagram,social media,,,,#brewster #waterdog #dogsofinstagram #pool #summer  #goldenretriever #futureguidedog @ Ingargiola… http://t.co/70OgkNr4Nr
20537,7/20/2016,11,51,FALSE,6,"47.834821,-120.080757",http://twitter.com/VilasonhS/status/4.90932E+17,VilasonhS,unknown,945156342,https://www.twitter.com/VilasonhS,http://instagram.com/p/qrv21lLctK/,instagram,social media,,,,A trip to #TsillanCellarsWinery of #Chelan for a wine tasting afternoon @ Tsillan Cellars Winery http://t.co/q86hc78goD
14437,7/20/2016,12,25,FALSE,0,"48.41173,-119.517885",http://twitter.com/brooklynvelasco/status/4.90941E+17,brooklynvelasco,unknown,937404325,https://www.twitter.com/brooklynvelasco,http://instagram.com/p/qrz1wzC59j/,instagram,social media,,,,"Carlton complex fire shirts, sweatshirts, sweats! Money helps fire victims! All sizes and colors. Down… http://t.co/H3UWaCp3Ne"
11679,7/20/2016,12,37,FALSE,1,"47.524959,-120.293656",http://twitter.com/Ruben_Medina1/status/4.90944E+17,Ruben_Medina1,unknown,307041010,https://www.twitter.com/Ruben_Medina1,,,,,,,Like 5 ambulances have passed me already and I bet I know where theyre headed #pateros
11483,7/20/2016,14,50,FALSE,10,"47.8411,-120.015",http://twitter.com/Tyleraustin95/status/4.90977E+17,Tyleraustin95,unknown,731188543,https://www.twitter.com/Tyleraustin95,http://instagram.com/p/qsEV8WvXW-/,instagram,social media,,,,"Chelan....the party has arrived!!!☀️🇺🇸🍻 #LakeChelan #Partytime #SummerShandy @ Chelan, Washington http://t.co/URbj5AUppD"
4627,7/20/2016,15,30,FALSE,6,"41.409704,-73.599179",http://twitter.com/screamradius/status/4.90987E+17,screamradius,unknown,284534859,https://www.twitter.com/screamradius,http://screamradius.com/site/location/10509/Brewster-New-York-10509,screamradius,unknown,,,,"Check out the weather for #Brewster, #NewYork here! http://t.co/ZG5gMbOfas"
8721,7/20/2016,16,27,FALSE,0,"47.915409,-122.211553",http://twitter.com/cwracing2000/status/4.91002E+17,cwracing2000,unknown,2321846664,https://www.twitter.com/cwracing2000,,,,,,,"“Twisp downgraded to fire danger Level 1; evac notice lifted for Brewster, Okanogan Sheriff says #WAWildfire #CarltonComplex”"
4639,7/20/2016,16,28,FALSE,0,"41.76133,-70.08416",http://twitter.com/otematt/status/4.91002E+17,otematt,unknown,70111991,https://www.twitter.com/otematt,http://instagram.com/p/qsPqBQRotd/,instagram,social media,,,,Mmmmm #travelwiththecarneys #capecod #icecream #brewster @mrsacarney @ The Brewster Scoop http://t.co/JMb6PnJZx5
20505,7/20/2016,16,52,FALSE,3,"47.196294,-120.779819",http://twitter.com/dianelewis48/status/4.91008E+17,dianelewis48,media,851718661,https://www.twitter.com/dianelewis48,,,,,,,#Wildfires create ghostly cloud/smoke formations near 25 Mile Creek #Chelan #WA
20539,7/20/2016,17,1,FALSE,2,"47.179868,-120.893729",http://twitter.com/dianelewis48/status/4.9101E+17,dianelewis48,media,851718661,https://www.twitter.com/dianelewis48,,,,http://twitter.com/dianelewis48/status/491010058700877827/photo/1,dianelewis48,media,#Wildfires create ghostly cloud/smoke formations at 25 Mile Creek. #Wa #Chelan http://t.co/dCYYQKR6IP
21046,7/20/2016,17,50,FALSE,9,"48.365445,-119.722602",http://twitter.com/SCFD8/status/4.91022E+17,SCFD8,unknown,1691658056,https://www.twitter.com/SCFD8,,,,http://twitter.com/SCFD8/status/491022260451303425/photo/1,SCFD8,unknown,National Gaurd Apaches are supporting SCFD 8 and Spokane County Fire resources on the #CarltonComplex fire. http://t.co/Stkk5tMdxl
18500,7/20/2016,17,52,FALSE,5,"47.616949,-117.367592",http://twitter.com/RKDProductions/status/4.91023E+17,RKDProductions,business/org - local,310598789,https://www.twitter.com/RKDProductions,https://www.facebook.com/media/set/?set=a.685679461510842&type=3&l=6d89ce0131,facebook,social media,,,,#Photography #CarltonComplex #wildfire @RKDProductions #pacificnorthwest  #help2wa @krem2 #prayersforpateros #help http://t.co/5ZRjNqeiYr
20548,7/20/2016,18,8,FALSE,1,"47.847068,-120.025846",http://twitter.com/ScrmnWoody/status/4.91027E+17,ScrmnWoody,unknown,46937058,https://www.twitter.com/ScrmnWoody,,,,http://twitter.com/ScrmnWoody/status/491026963742470144/photo/1,ScrmnWoody,unknown,Don't try to make yourself feel better for not coming over at our expense. #Chelan #DaveisaDickHead http://t.co/UyRg4owdLc
20498,7/20/2016,18,9,FALSE,1,"47.847283,-120.025248",http://twitter.com/ScrmnWoody/status/4.91027E+17,ScrmnWoody,unknown,46937058,https://www.twitter.com/ScrmnWoody,,,,http://twitter.com/ScrmnWoody/status/491027214079508480/photo/1,ScrmnWoody,unknown,@buffgeo33 Don't try to make yourself feel better for not coming over at our expense. #Chelan #DaveisaDickHead http://t.co/2T7N9Fwjkh
22702,7/20/2016,18,35,TRUE,21,"41.319181,-96.163643",http://twitter.com/CollinRuaneTV/status/4.91034E+17,CollinRuaneTV,unknown,326579804,https://www.twitter.com/CollinRuaneTV,,,,http://twitter.com/Lefriec_KXLY/status/491032437812514816/photo/1,Lefriec_KXLY,media,Powerful shot RT @Lefriec_KXLY Two girls hugging on the remnants of one of their homes. #kxly #carltoncomplex http://t.co/rOpdvancZg
8911,7/20/2016,18,49,FALSE,2,"47.715832,-120.202238",http://twitter.com/KaraKostanich/status/4.91037E+17,KaraKostanich,media,41230546,https://www.twitter.com/KaraKostanich,,,,http://twitter.com/KaraKostanich/status/491037207180738560/photo/1,KaraKostanich,media,"The ""essentials"" being purchased from the Carlton General store! #CarltonComplex #WaWILDFIRE #liveonkomo http://t.co/TwZlRUPbiK"
22903,7/20/2016,19,2,FALSE,8,"47.626847,-120.227936",http://twitter.com/KaraKostanich/status/4.91041E+17,KaraKostanich,media,41230546,https://www.twitter.com/KaraKostanich,,,,http://twitter.com/KaraKostanich/status/491040553673302017/photo/1,KaraKostanich,media,Firefighters attack the #CarltonComplex fire. Still at zero percent containment. #WaWILDFIRE #liveonkomo http://t.co/VkQTFBmgG7
20551,7/20/2016,21,41,FALSE,0,"47.836396,-120.027576",http://twitter.com/dolcebellabaker/status/4.91081E+17,dolcebellabaker,individual - wa,334364656,https://www.twitter.com/dolcebellabaker,http://instagram.com/p/qszelJTVLs/,instagram,social media,,,,From last night: obligatory every-time-we-see-each-other #Septembergirls selfie #Chelan @ Peterson's… http://t.co/zsSifJvhmQ
14989,7/20/2016,22,16,FALSE,2,"47.605477,-122.332478",http://twitter.com/SeattleCP/status/4.91089E+17,SeattleCP,media,74998364,https://www.twitter.com/SeattleCP,http://seattle.cityandpress.com/node/8062595?utm_source=dlvr.it&utm_medium=twitter,seattle.cityandpress,media,,,,One person confirmed dead as Carlton Complex wildfires continue to grow: ALTA LAKE — Stephanie Petersen and Sue... http://t.co/VbVHsL7ft1
21026,7/21/2016,3,49,FALSE,3,"40.763492,-111.890964",http://twitter.com/KUTVRon/status/4.91173E+17,KUTVRon,unknown,540828831,https://www.twitter.com/KUTVRon,,,,,,,Utah county strike team is on its way to Washington state to help battle the #CarltonComplex fire. 100 homes destroyed so far. @heraldextra
18558,7/21/2016,4,39,FALSE,1,"47.616872,-117.367879",http://twitter.com/KREMBrianKosh/status/4.91186E+17,KREMBrianKosh,media,217379001,https://www.twitter.com/KREMBrianKosh,,,,,,,.@KREMSten has the latest from the #CarltonComplex fire command center in Omak. Live in 20 minutes on @krem2
22667,7/21/2016,6,15,FALSE,4,"47.657018,-117.42981",http://twitter.com/RobACurry/status/4.9121E+17,RobACurry,unknown,142293661,https://www.twitter.com/RobACurry,,,,http://twitter.com/RobACurry/status/491209846423703552/photo/1,RobACurry,unknown,Spokane mayor @david_a_condon at @KHQLocalNews talking about #CarltonComplex fire http://t.co/gTKouXxHoE
8170,7/21/2016,6,18,FALSE,6,"47.657008,-117.429764",http://twitter.com/RobACurry/status/4.91211E+17,RobACurry,unknown,142293661,https://www.twitter.com/RobACurry,,,,http://twitter.com/RobACurry/status/491210699784200193/photo/1,RobACurry,unknown,Credit card donations to help vics of the #CarltonComplex fire @KHQLocalNews connect center is open 509-443-1111 http://t.co/RLNtDqz4DX
22449,7/21/2016,6,30,FALSE,0,"47.657012,-117.430014",http://twitter.com/RobACurry/status/4.91214E+17,RobACurry,unknown,142293661,https://www.twitter.com/RobACurry,,,,,,,Someone on @KHQLocalNews just donated use of their basement to vics of the #CarltonComplex fire! THANK YOU!!#q6cares
6032,7/21/2016,6,41,FALSE,2,"47.657187,-117.429333",http://twitter.com/RobACurry/status/4.91216E+17,RobACurry,unknown,142293661,https://www.twitter.com/RobACurry,,,,http://twitter.com/RobACurry/status/491216453257814017/photo/1,RobACurry,unknown,"$5,235 raised so far @KHQLocalNews connect ctr for Vics of the #CarltonComplex fire. Way to go people!! #q6cares http://t.co/ehdz8niueE"
8305,7/21/2016,7,8,FALSE,6,"48.051751,-119.901213",http://twitter.com/KREM2Hayley/status/4.91223E+17,KREM2Hayley,media,109929698,https://www.twitter.com/KREM2Hayley,,,,http://twitter.com/KREM2Hayley/status/491223240509882369/photo/1,KREM2Hayley,media,The Gonzales family is thanking their lucky stars. Flames came five feet from their property. #CarltonComplex http://t.co/c6XfdcN3V1
5887,7/21/2016,7,11,FALSE,5,"48.051619,-119.901644",http://twitter.com/KREM2Hayley/status/4.91224E+17,KREM2Hayley,media,109929698,https://www.twitter.com/KREM2Hayley,,,,http://twitter.com/KREM2Hayley/status/491223939234795520/photo/1,KREM2Hayley,media,Jeanette Palmer refused to leave when the evac order was issued- several locals stayed to fight #CarltonComplex http://t.co/q0k0Mv2H7u
22649,7/21/2016,7,33,FALSE,8,"48.05169,-119.906168",http://twitter.com/KREM2Hayley/status/4.91229E+17,KREM2Hayley,media,109929698,https://www.twitter.com/KREM2Hayley,,,,http://twitter.com/KREM2Hayley/status/491229483752382464/photo/1,KREM2Hayley,media,Pateros is grateful for their fire fighters! #CarltonComplex http://t.co/74NwotpC7u
18830,7/21/2016,7,45,FALSE,4,"48.051835,-119.906184",http://twitter.com/KREM2Hayley/status/4.91233E+17,KREM2Hayley,media,109929698,https://www.twitter.com/KREM2Hayley,,,,http://twitter.com/KREM2Hayley/status/491232519140823040/photo/1,KREM2Hayley,media,"Bridgeport firefighter Brian Ellis cooking here at the Pateros school. ""Whatever I can do to help."" #CarltonComplex http://t.co/wrQkIqWC6c"
22473,7/21/2016,7,47,FALSE,4,"48.051919,-119.906118",http://twitter.com/KREM2Hayley/status/4.91233E+17,KREM2Hayley,media,109929698,https://www.twitter.com/KREM2Hayley,,,,http://twitter.com/KREM2Hayley/status/491232933030531072/photo/1,KREM2Hayley,media,The Pateros school is FULL of donations. They are so grateful. #CarltonComplex http://t.co/5hOWvTB2sA
18734,7/21/2016,8,1,FALSE,2,"47.65705,-117.42978",http://twitter.com/RobACurry/status/4.91237E+17,RobACurry,unknown,142293661,https://www.twitter.com/RobACurry,,,,http://twitter.com/RobACurry/status/491236604980125697/photo/1,RobACurry,unknown,"Now up to $21,000 for vic of the #CarltonComplex fire. Keep it up everyone!!! Call 509 443-1111 @KHQLocalNews http://t.co/ejgtklKsD9"
18822,7/21/2016,9,15,FALSE,3,"48.03435,-119.934298",http://twitter.com/KREM2Hayley/status/4.91255E+17,KREM2Hayley,media,109929698,https://www.twitter.com/KREM2Hayley,,,,http://twitter.com/KREM2Hayley/status/491255032780558336/photo/1,KREM2Hayley,media,What's left of two golf carts near Alta Lake. #CarltonComplex http://t.co/NrRfPoRUfW
22939,7/21/2016,9,15,FALSE,3,"47.840224,-120.018346",http://twitter.com/KaraKostanich/status/4.91255E+17,KaraKostanich,media,41230546,https://www.twitter.com/KaraKostanich,,,,http://twitter.com/KaraKostanich/status/491255209574666240/photo/1,KaraKostanich,media,Crews back at it this morning working to restore power around Pateros. #WaWILDFIRE #CarltonComplex #liveonkomo http://t.co/mbYqBld7bR
